"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001407000","Census Tract 4070, Alameda County, California","1982","241","null","null","425","null","193","null","48","null","53","null","311","null","119","null","62","null","68","null","(X)","(X)","(X)","(X)","21.4","null","8.3","null","2.4","null","2.6","null","15.7","null","6.2","null","3.1","null","3.4","null","211","null","111","null","17","null","26","null","30","null","45","null","124","null","86","null","40","59","null","null","10.6","5.7","null","null","4.0","null","6.4","null","62.5","60.5","null","null","39.9","23.2","null","null","64.5","58.6","null","null",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","1078","151","null","null","393","null","88","null","0","null","13","null","321","null","153","null","103","null","93","null","(X)","(X)","(X)","(X)","36.5","null","10.1","null","0.0","null","3.6","null","29.8","null","11.6","null","9.6","null","8.1","null","241","null","87","null","142","null","68","null","0","null","13","null","82","null","52","null","17","28","null","null","22.4","8.9","null","null","36.1","null","15.0","null","-","**","**","-","25.5","19.3","null","null","16.5","30.8","null","null",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","1363","202","null","null","435","null","76","null","0","null","13","null","380","null","202","null","0","null","13","null","(X)","(X)","(X)","(X)","31.9","null","5.9","null","0.0","null","2.9","null","27.9","null","11.7","null","0.0","null","2.9","null","221","null","108","null","151","null","102","null","0","null","13","null","70","null","43","null","0","13","null","null","16.2","8.2","null","null","34.7","null","22.1","null","-","**","**","-","18.4","15.7","null","null","-","**","**","-",
"1400000US06001407200","Census Tract 4072, Alameda County, California","1896","141","null","null","1182","null","177","null","5","null","8","null","247","null","83","null","59","null","61","null","(X)","(X)","(X)","(X)","62.3","null","6.5","null","0.3","null","0.4","null","13.0","null","4.4","null","3.1","null","3.2","null","259","null","105","null","161","null","87","null","0","null","19","null","61","null","51","null","37","55","null","null","13.7","5.5","null","null","13.6","null","7.2","null","0.0","100.0","null","null","24.7","17.8","null","null","62.7","49.4","null","null",
"1400000US06001407300","Census Tract 4073, Alameda County, California","670","96","null","null","415","null","91","null","6","null","9","null","49","null","34","null","4","null","8","null","(X)","(X)","(X)","(X)","61.9","null","9.8","null","0.9","null","1.3","null","7.3","null","5.1","null","0.6","null","1.3","null","49","null","36","null","27","null","30","null","0","null","13","null","18","null","21","null","4","8","null","null","7.3","5.4","null","null","6.5","null","7.2","null","0.0","100.0","null","null","36.7","35.6","null","null","100.0","100.0","null","null",
"1400000US06001407400","Census Tract 4074, Alameda County, California","1230","206","null","null","435","null","102","null","12","null","17","null","55","null","39","null","33","null","37","null","(X)","(X)","(X)","(X)","35.4","null","9.8","null","1.0","null","1.4","null","4.5","null","3.1","null","2.7","null","3.2","null","138","null","77","null","117","null","72","null","0","null","13","null","0","null","13","null","21","33","null","null","11.2","6.7","null","null","26.9","null","13.9","null","0.0","95.0","null","null","0.0","44.4","null","null","63.6","57.0","null","null",
"1400000US06001407500","Census Tract 4075, Alameda County, California","1316","145","null","null","487","null","149","null","0","null","13","null","162","null","102","null","0","null","13","null","(X)","(X)","(X)","(X)","37.0","null","10.5","null","0.0","null","3.0","null","12.3","null","7.7","null","0.0","null","3.0","null","165","null","98","null","130","null","91","null","0","null","13","null","35","null","46","null","0","13","null","null","12.5","7.5","null","null","26.7","null","16.0","null","-","**","**","-","21.6","24.1","null","null","-","**","**","-",
"1400000US06001407600","Census Tract 4076, Alameda County, California","2009","175","null","null","578","null","173","null","85","null","108","null","170","null","85","null","12","null","23","null","(X)","(X)","(X)","(X)","28.8","null","8.4","null","4.2","null","5.3","null","8.5","null","4.1","null","0.6","null","1.2","null","110","null","91","null","90","null","80","null","16","null","27","null","4","null","28","null","0","19","null","null","5.5","4.4","null","null","15.6","null","13.5","null","18.8","44.6","null","null","2.4","18.2","null","null","0.0","95.0","null","null",
"1400000US06001407700","Census Tract 4077, Alameda County, California","1648","133","null","null","276","null","114","null","44","null","34","null","139","null","68","null","33","null","43","null","(X)","(X)","(X)","(X)","16.7","null","6.4","null","2.7","null","2.0","null","8.4","null","4.1","null","2.0","null","2.6","null","41","null","39","null","7","null","11","null","0","null","13","null","34","null","38","null","0","13","null","null","2.5","2.4","null","null","2.5","null","3.9","null","0.0","49.6","null","null","24.5","24.7","null","null","0.0","57.3","null","null",
"1400000US06001407800","Census Tract 4078, Alameda County, California","724","73","null","null","81","null","48","null","33","null","36","null","42","null","23","null","25","null","28","null","(X)","(X)","(X)","(X)","11.2","null","6.4","null","4.6","null","4.8","null","5.8","null","3.2","null","3.5","null","3.8","null","48","null","33","null","19","null","27","null","0","null","13","null","13","null","14","null","16","27","null","null","6.6","4.4","null","null","23.5","null","30.9","null","0.0","57.3","null","null","31.0","29.6","null","null","64.0","62.7","null","null",
"1400000US06001407900","Census Tract 4079, Alameda County, California","1271","194","null","null","89","null","60","null","40","null","36","null","138","null","46","null","25","null","33","null","(X)","(X)","(X)","(X)","7.0","null","4.7","null","3.1","null","2.9","null","10.9","null","3.9","null","2.0","null","2.6","null","54","null","45","null","11","null","17","null","18","null","27","null","25","null","30","null","0","13","null","null","4.2","3.5","null","null","12.4","null","21.1","null","45.0","49.8","null","null","18.1","20.0","null","null","0.0","65.8","null","null",
"1400000US06001408000","Census Tract 4080, Alameda County, California","1081","120","null","null","109","null","102","null","116","null","50","null","68","null","45","null","30","null","26","null","(X)","(X)","(X)","(X)","10.1","null","8.6","null","10.7","null","4.7","null","6.3","null","4.2","null","2.8","null","2.4","null","17","null","28","null","0","null","13","null","0","null","13","null","17","null","28","null","0","13","null","null","1.6","2.6","null","null","0.0","null","29.8","null","0.0","28.4","null","null","25.0","36.0","null","null","0.0","60.1","null","null",
"1400000US06001408100","Census Tract 4081, Alameda County, California","2815","233","null","null","239","null","119","null","376","null","126","null","497","null","196","null","0","null","19","null","(X)","(X)","(X)","(X)","8.5","null","4.2","null","13.4","null","4.6","null","17.7","null","6.7","null","0.0","null","1.4","null","88","null","107","null","0","null","19","null","0","null","19","null","88","null","107","null","0","19","null","null","3.1","3.8","null","null","0.0","null","15.4","null","0.0","10.1","null","null","17.7","18.8","null","null","-","**","**","-",
"1400000US06001408200","Census Tract 4082, Alameda County, California","2003","189","null","null","317","null","131","null","59","null","48","null","61","null","39","null","78","null","71","null","(X)","(X)","(X)","(X)","15.8","null","6.2","null","2.9","null","2.4","null","3.0","null","2.0","null","3.9","null","3.6","null","38","null","45","null","38","null","45","null","0","null","13","null","0","null","13","null","0","13","null","null","1.9","2.3","null","null","12.0","null","14.6","null","0.0","42.8","null","null","0.0","42.1","null","null","0.0","37.2","null","null",
"1400000US06001408300","Census Tract 4083, Alameda County, California","1894","206","null","null","252","null","85","null","74","null","53","null","213","null","103","null","0","null","19","null","(X)","(X)","(X)","(X)","13.3","null","4.7","null","3.9","null","2.8","null","11.2","null","5.3","null","0.0","null","2.1","null","115","null","68","null","91","null","65","null","0","null","19","null","24","null","27","null","0","19","null","null","6.1","3.5","null","null","36.1","null","21.1","null","0.0","38.2","null","null","11.3","12.9","null","null","-","**","**","-",
"1400000US06001408400","Census Tract 4084, Alameda County, California","1305","166","null","null","521","null","181","null","35","null","40","null","68","null","52","null","3","null","10","null","(X)","(X)","(X)","(X)","39.9","null","11.6","null","2.7","null","3.1","null","5.2","null","4.1","null","0.2","null","0.8","null","126","null","87","null","91","null","78","null","0","null","13","null","35","null","36","null","0","13","null","null","9.7","6.6","null","null","17.5","null","13.0","null","0.0","55.6","null","null","51.5","43.0","null","null","0.0","100.0","null","null",
"1400000US06001408500","Census Tract 4085, Alameda County, California","1690","200","null","null","656","null","130","null","72","null","48","null","15","null","26","null","28","null","33","null","(X)","(X)","(X)","(X)","38.8","null","7.2","null","4.3","null","2.8","null","0.9","null","1.5","null","1.7","null","2.0","null","194","null","94","null","175","null","87","null","0","null","19","null","0","null","19","null","19","31","null","null","11.5","5.5","null","null","26.7","null","11.9","null","0.0","38.8","null","null","0.0","84.9","null","null","67.9","57.2","null","null",
"1400000US06001408600","Census Tract 4086, Alameda County, California","1996","267","null","null","708","null","165","null","51","null","64","null","74","null","67","null","83","null","77","null","(X)","(X)","(X)","(X)","35.5","null","8.1","null","2.6","null","3.2","null","3.7","null","3.3","null","4.2","null","3.9","null","78","null","54","null","65","null","49","null","0","null","19","null","13","null","20","null","0","19","null","null","3.9","2.7","null","null","9.2","null","6.5","null","0.0","46.1","null","null","17.6","29.8","null","null","0.0","35.9","null","null",
"1400000US06001408700","Census Tract 4087, Alameda County, California","2588","448","null","null","1022","null","350","null","21","null","39","null","78","null","51","null","31","null","48","null","(X)","(X)","(X)","(X)","39.5","null","10.4","null","0.8","null","1.5","null","3.0","null","2.0","null","1.2","null","1.9","null","140","null","96","null","120","null","91","null","0","null","19","null","20","null","34","null","0","19","null","null","5.4","3.9","null","null","11.7","null","9.1","null","0.0","71.8","null","null","25.6","38.0","null","null","0.0","59.1","null","null",
"1400000US06001408800","Census Tract 4088, Alameda County, California","2302","204","null","null","674","null","164","null","55","null","67","null","189","null","85","null","166","null","141","null","(X)","(X)","(X)","(X)","29.3","null","6.8","null","2.4","null","3.0","null","8.2","null","3.7","null","7.2","null","5.7","null","259","null","155","null","88","null","81","null","0","null","19","null","96","null","53","null","75","120","null","null","11.3","6.1","null","null","13.1","null","11.2","null","0.0","44.4","null","null","50.8","25.2","null","null","45.2","45.8","null","null",
"1400000US06001408900","Census Tract 4089, Alameda County, California","1104","111","null","null","512","null","92","null","0","null","13","null","65","null","36","null","21","null","22","null","(X)","(X)","(X)","(X)","46.4","null","6.8","null","0.0","null","3.6","null","5.9","null","3.2","null","1.9","null","2.0","null","31","null","30","null","13","null","21","null","0","null","13","null","18","null","22","null","0","13","null","null","2.8","2.7","null","null","2.5","null","4.0","null","-","**","**","-","27.7","32.3","null","null","0.0","71.8","null","null",
"1400000US06001409000","Census Tract 4090, Alameda County, California","1045","119","null","null","494","null","99","null","0","null","13","null","63","null","34","null","37","null","41","null","(X)","(X)","(X)","(X)","47.3","null","8.0","null","0.0","null","3.8","null","6.0","null","3.3","null","3.5","null","3.9","null","120","null","58","null","80","null","51","null","0","null","13","null","40","null","32","null","0","13","null","null","11.5","5.7","null","null","16.2","null","10.3","null","-","**","**","-","63.5","34.5","null","null","0.0","54.1","null","null",
"1400000US06001409100","Census Tract 4091, Alameda County, California","665","81","null","null","309","null","53","null","0","null","13","null","23","null","20","null","12","null","15","null","(X)","(X)","(X)","(X)","46.5","null","8.6","null","0.0","null","5.8","null","3.5","null","3.0","null","1.8","null","2.2","null","45","null","35","null","31","null","34","null","0","null","13","null","14","null","18","null","0","13","null","null","6.8","5.2","null","null","10.0","null","11.3","null","-","**","**","-","60.9","42.8","null","null","0.0","95.0","null","null",
"1400000US06001409200","Census Tract 4092, Alameda County, California","1029","134","null","null","502","null","77","null","8","null","11","null","58","null","53","null","37","null","29","null","(X)","(X)","(X)","(X)","48.8","null","7.3","null","0.8","null","1.1","null","5.6","null","4.9","null","3.6","null","2.9","null","92","null","42","null","85","null","44","null","0","null","13","null","0","null","13","null","7","10","null","null","8.9","4.2","null","null","16.9","null","8.6","null","0.0","100.0","null","null","0.0","43.2","null","null","18.9","26.0","null","null",
"1400000US06001409300","Census Tract 4093, Alameda County, California","1712","207","null","null","870","null","228","null","28","null","42","null","39","null","31","null","40","null","49","null","(X)","(X)","(X)","(X)","50.8","null","9.0","null","1.6","null","2.5","null","2.3","null","1.8","null","2.3","null","2.8","null","147","null","100","null","119","null","91","null","28","null","42","null","0","null","19","null","0","19","null","null","8.6","5.7","null","null","13.7","null","9.9","null","100.0","62.2","null","null","0.0","52.7","null","null","0.0","52.0","null","null",
"1400000US06001409400","Census Tract 4094, Alameda County, California","1313","137","null","null","794","null","137","null","0","null","19","null","80","null","46","null","28","null","43","null","(X)","(X)","(X)","(X)","60.5","null","9.4","null","0.0","null","3.0","null","6.1","null","3.5","null","2.1","null","3.2","null","190","null","88","null","171","null","86","null","0","null","19","null","19","null","27","null","0","19","null","null","14.5","6.9","null","null","21.5","null","11.1","null","-","**","**","-","23.8","31.0","null","null","0.0","62.2","null","null",
"1400000US06001409500","Census Tract 4095, Alameda County, California","1093","106","null","null","588","null","92","null","0","null","13","null","35","null","28","null","80","null","69","null","(X)","(X)","(X)","(X)","53.8","null","8.0","null","0.0","null","3.6","null","3.2","null","2.5","null","7.3","null","6.0","null","93","null","50","null","55","null","37","null","0","null","13","null","10","null","17","null","28","27","null","null","8.5","4.6","null","null","9.4","null","6.3","null","-","**","**","-","28.6","42.2","null","null","35.0","43.3","null","null",
"1400000US06001409600","Census Tract 4096, Alameda County, California","1668","208","null","null","764","null","171","null","64","null","59","null","16","null","27","null","0","null","19","null","(X)","(X)","(X)","(X)","45.8","null","9.9","null","3.8","null","3.6","null","1.0","null","1.6","null","0.0","null","2.4","null","114","null","73","null","114","null","73","null","0","null","19","null","0","null","19","null","0","19","null","null","6.8","4.3","null","null","14.9","null","8.9","null","0.0","41.1","null","null","0.0","82.3","null","null","-","**","**","-",
"1400000US06001409700","Census Tract 4097, Alameda County, California","1638","177","null","null","551","null","129","null","0","null","19","null","10","null","16","null","72","null","53","null","(X)","(X)","(X)","(X)","33.6","null","7.5","null","0.0","null","2.4","null","0.6","null","1.0","null","4.4","null","3.2","null","46","null","41","null","33","null","35","null","0","null","19","null","0","null","19","null","13","21","null","null","2.8","2.5","null","null","6.0","null","6.2","null","-","**","**","-","0.0","100.0","null","null","18.1","27.0","null","null",
"1400000US06001409800","Census Tract 4098, Alameda County, California","1176","123","null","null","106","null","67","null","27","null","24","null","30","null","24","null","81","null","73","null","(X)","(X)","(X)","(X)","9.0","null","5.9","null","2.3","null","2.0","null","2.6","null","2.0","null","6.9","null","6.1","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","3.3","null","null","0.0","null","30.4","null","0.0","63.3","null","null","0.0","60.1","null","null","0.0","36.4","null","null",
"1400000US06001409900","Census Tract 4099, Alameda County, California","1398","175","null","null","122","null","121","null","119","null","67","null","35","null","22","null","57","null","85","null","(X)","(X)","(X)","(X)","8.7","null","8.2","null","8.5","null","4.9","null","2.5","null","1.5","null","4.1","null","5.8","null","12","null","16","null","0","null","13","null","6","null","11","null","6","null","13","null","0","13","null","null","0.9","1.1","null","null","0.0","null","27.3","null","5.0","9.6","null","null","17.1","32.9","null","null","0.0","43.6","null","null",
"1400000US06001410000","Census Tract 4100, Alameda County, California","1220","135","null","null","134","null","106","null","66","null","59","null","52","null","36","null","8","null","13","null","(X)","(X)","(X)","(X)","11.0","null","8.0","null","5.4","null","4.7","null","4.3","null","2.9","null","0.7","null","1.1","null","31","null","34","null","14","null","22","null","0","null","13","null","17","null","27","null","0","13","null","null","2.5","2.8","null","null","10.4","null","16.8","null","0.0","40.5","null","null","32.7","46.9","null","null","0.0","100.0","null","null",
"1400000US06001410100","Census Tract 4101, Alameda County, California","1091","102","null","null","144","null","51","null","37","null","31","null","83","null","44","null","52","null","59","null","(X)","(X)","(X)","(X)","13.2","null","4.7","null","3.4","null","2.9","null","7.6","null","4.1","null","4.8","null","5.2","null","18","null","17","null","18","null","17","null","0","null","13","null","0","null","13","null","0","13","null","null","1.6","1.6","null","null","12.5","null","12.0","null","0.0","54.1","null","null","0.0","35.9","null","null","0.0","45.6","null","null",
"1400000US06001410200","Census Tract 4102, Alameda County, California","1096","105","null","null","322","null","113","null","2","null","4","null","47","null","33","null","21","null","35","null","(X)","(X)","(X)","(X)","29.4","null","9.1","null","0.2","null","0.3","null","4.3","null","3.1","null","1.9","null","3.2","null","47","null","33","null","0","null","13","null","0","null","13","null","47","null","33","null","0","13","null","null","4.3","3.1","null","null","0.0","null","11.7","null","0.0","100.0","null","null","100.0","48.0","null","null","0.0","71.8","null","null",
"1400000US06001410300","Census Tract 4103, Alameda County, California","1028","92","null","null","554","null","86","null","11","null","17","null","21","null","18","null","0","null","13","null","(X)","(X)","(X)","(X)","53.9","null","6.4","null","1.1","null","1.7","null","2.0","null","1.7","null","0.0","null","3.8","null","118","null","64","null","118","null","64","null","0","null","13","null","0","null","13","null","0","13","null","null","11.5","6.1","null","null","21.3","null","10.7","null","0.0","99.2","null","null","0.0","71.8","null","null","-","**","**","-",
"1400000US06001410400","Census Tract 4104, Alameda County, California","1321","174","null","null","517","null","159","null","36","null","29","null","88","null","47","null","7","null","13","null","(X)","(X)","(X)","(X)","39.1","null","8.5","null","2.7","null","2.2","null","6.7","null","3.5","null","0.5","null","1.0","null","177","null","75","null","119","null","60","null","13","null","19","null","45","null","43","null","0","13","null","null","13.4","5.7","null","null","23.0","null","11.7","null","36.1","62.9","null","null","51.1","38.3","null","null","0.0","100.0","null","null",
"1400000US06001410500","Census Tract 4105, Alameda County, California","933","86","null","null","44","null","36","null","42","null","27","null","114","null","49","null","47","null","36","null","(X)","(X)","(X)","(X)","4.7","null","3.8","null","4.5","null","2.9","null","12.2","null","5.4","null","5.0","null","3.8","null","63","null","33","null","0","null","13","null","0","null","13","null","44","null","28","null","19","18","null","null","6.8","3.6","null","null","0.0","null","49.6","null","0.0","50.8","null","null","38.6","21.8","null","null","40.4","42.7","null","null",
"1400000US06001420100","Census Tract 4201, Alameda County, California","987","154","null","null","38","null","22","null","60","null","32","null","121","null","41","null","4","null","6","null","(X)","(X)","(X)","(X)","3.9","null","2.2","null","6.1","null","3.4","null","12.3","null","4.5","null","0.4","null","0.6","null","17","null","13","null","0","null","13","null","0","null","13","null","17","null","13","null","0","13","null","null","1.7","1.4","null","null","0.0","null","53.4","null","0.0","42.5","null","null","14.0","11.2","null","null","0.0","100.0","null","null",
"1400000US06001420200","Census Tract 4202, Alameda County, California","1280","134","null","null","61","null","39","null","119","null","68","null","454","null","112","null","12","null","18","null","(X)","(X)","(X)","(X)","4.8","null","3.2","null","9.3","null","5.4","null","35.5","null","8.4","null","0.9","null","1.4","null","71","null","40","null","0","null","13","null","0","null","13","null","71","null","40","null","0","13","null","null","5.5","3.1","null","null","0.0","null","42.1","null","0.0","27.9","null","null","15.6","8.4","null","null","0.0","95.0","null","null",
"1400000US06001420301","Census Tract 4203.01, Alameda County, California","1098","102","null","null","64","null","54","null","205","null","117","null","353","null","117","null","0","null","13","null","(X)","(X)","(X)","(X)","5.8","null","5.0","null","18.7","null","10.1","null","32.1","null","10.9","null","0.0","null","3.6","null","108","null","77","null","0","null","13","null","0","null","13","null","108","null","77","null","0","13","null","null","9.8","6.9","null","null","0.0","null","41.1","null","0.0","17.6","null","null","30.6","17.5","null","null","-","**","**","-",
"1400000US06001420302","Census Tract 4203.02, Alameda County, California","928","120","null","null","79","null","67","null","130","null","60","null","263","null","124","null","21","null","34","null","(X)","(X)","(X)","(X)","8.5","null","6.9","null","14.0","null","6.5","null","28.3","null","11.1","null","2.3","null","3.7","null","97","null","64","null","0","null","13","null","41","null","44","null","56","null","49","null","0","13","null","null","10.5","6.9","null","null","0.0","null","36.9","null","31.5","30.2","null","null","21.3","18.0","null","null","0.0","71.8","null","null",
"1400000US06001420401","Census Tract 4204.01, Alameda County, California","409","60","null","null","58","null","33","null","38","null","39","null","83","null","49","null","0","null","13","null","(X)","(X)","(X)","(X)","14.2","null","7.7","null","9.3","null","9.0","null","20.3","null","12.1","null","0.0","null","9.3","null","35","null","28","null","0","null","13","null","0","null","13","null","35","null","28","null","0","13","null","null","8.6","6.7","null","null","0.0","null","43.2","null","0.0","53.4","null","null","42.2","27.3","null","null","-","**","**","-",
"1400000US06001420402","Census Tract 4204.02, Alameda County, California","671","89","null","null","96","null","51","null","69","null","37","null","216","null","83","null","10","null","15","null","(X)","(X)","(X)","(X)","14.3","null","7.5","null","10.3","null","5.5","null","32.2","null","10.2","null","1.5","null","2.2","null","38","null","31","null","0","null","13","null","0","null","13","null","38","null","31","null","0","13","null","null","5.7","4.6","null","null","0.0","null","32.7","null","0.0","39.6","null","null","17.6","14.2","null","null","0.0","100.0","null","null",
"1400000US06001420500","Census Tract 4205, Alameda County, California","936","84","null","null","82","null","56","null","88","null","47","null","148","null","53","null","10","null","12","null","(X)","(X)","(X)","(X)","8.8","null","5.7","null","9.4","null","4.7","null","15.8","null","5.4","null","1.1","null","1.3","null","44","null","28","null","5","null","9","null","0","null","13","null","34","null","25","null","5","8","null","null","4.7","3.0","null","null","6.1","null","11.8","null","0.0","34.6","null","null","23.0","16.0","null","null","50.0","50.0","null","null",
"1400000US06001420600","Census Tract 4206, Alameda County, California","1277","97","null","null","145","null","76","null","113","null","55","null","120","null","53","null","0","null","13","null","(X)","(X)","(X)","(X)","11.4","null","6.1","null","8.8","null","4.4","null","9.4","null","4.1","null","0.0","null","3.1","null","9","null","11","null","0","null","13","null","0","null","13","null","9","null","11","null","0","13","null","null","0.7","0.9","null","null","0.0","null","23.8","null","0.0","29.0","null","null","7.5","9.6","null","null","-","**","**","-",
"1400000US06001421100","Census Tract 4211, Alameda County, California","807","71","null","null","45","null","26","null","103","null","36","null","72","null","37","null","0","null","13","null","(X)","(X)","(X)","(X)","5.6","null","3.2","null","12.8","null","4.5","null","8.9","null","4.6","null","0.0","null","4.8","null","5","null","8","null","0","null","13","null","5","null","8","null","0","null","13","null","0","13","null","null","0.6","1.0","null","null","0.0","null","49.0","null","4.9","8.0","null","null","0.0","38.8","null","null","-","**","**","-",
"1400000US06001421200","Census Tract 4212, Alameda County, California","1359","119","null","null","90","null","54","null","194","null","76","null","94","null","56","null","45","null","30","null","(X)","(X)","(X)","(X)","6.6","null","3.9","null","14.3","null","5.6","null","6.9","null","4.1","null","3.3","null","2.2","null","9","null","15","null","0","null","13","null","0","null","13","null","9","null","15","null","0","13","null","null","0.7","1.1","null","null","0.0","null","34.1","null","0.0","18.5","null","null","9.6","15.3","null","null","0.0","49.0","null","null",
"1400000US06001421300","Census Tract 4213, Alameda County, California","1695","209","null","null","60","null","43","null","225","null","129","null","156","null","139","null","0","null","13","null","(X)","(X)","(X)","(X)","3.5","null","2.6","null","13.3","null","7.0","null","9.2","null","7.6","null","0.0","null","2.3","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","2.3","null","null","0.0","null","42.5","null","0.0","16.2","null","null","0.0","22.4","null","null","-","**","**","-",
"1400000US06001421400","Census Tract 4214, Alameda County, California","613","75","null","null","32","null","24","null","98","null","38","null","19","null","16","null","5","null","8","null","(X)","(X)","(X)","(X)","5.2","null","3.9","null","16.0","null","6.0","null","3.1","null","2.6","null","0.8","null","1.3","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","6.3","null","null","0.0","null","58.2","null","0.0","32.2","null","null","0.0","75.5","null","null","0.0","100.0","null","null",
"1400000US06001421500","Census Tract 4215, Alameda County, California","1539","161","null","null","117","null","61","null","160","null","63","null","106","null","51","null","7","null","12","null","(X)","(X)","(X)","(X)","7.6","null","3.9","null","10.4","null","4.1","null","6.9","null","3.2","null","0.5","null","0.7","null","8","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","13","null","null","0.5","0.9","null","null","0.0","null","28.2","null","5.0","8.3","null","null","0.0","30.4","null","null","0.0","100.0","null","null",
"1400000US06001421600","Census Tract 4216, Alameda County, California","1491","156","null","null","46","null","27","null","146","null","55","null","130","null","55","null","7","null","10","null","(X)","(X)","(X)","(X)","3.1","null","1.9","null","9.8","null","3.9","null","8.7","null","3.7","null","0.5","null","0.7","null","14","null","15","null","8","null","13","null","0","null","13","null","6","null","9","null","0","13","null","null","0.9","1.0","null","null","17.4","null","25.3","null","0.0","23.6","null","null","4.6","7.3","null","null","0.0","100.0","null","null",
"1400000US06001421700","Census Tract 4217, Alameda County, California","1639","243","null","null","110","null","65","null","307","null","131","null","170","null","74","null","0","null","13","null","(X)","(X)","(X)","(X)","6.7","null","3.9","null","18.7","null","7.4","null","10.4","null","4.8","null","0.0","null","2.4","null","147","null","126","null","0","null","13","null","92","null","117","null","55","null","50","null","0","13","null","null","9.0","7.2","null","null","0.0","null","29.6","null","30.0","30.2","null","null","32.4","22.2","null","null","-","**","**","-",
"1400000US06001421800","Census Tract 4218, Alameda County, California","878","118","null","null","65","null","41","null","38","null","19","null","34","null","22","null","11","null","10","null","(X)","(X)","(X)","(X)","7.4","null","4.5","null","4.3","null","2.3","null","3.9","null","2.5","null","1.3","null","1.1","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0.0","4.4","null","null","0.0","null","40.8","null","0.0","53.4","null","null","0.0","56.4","null","null","0.0","99.2","null","null",
"1400000US06001421900","Census Tract 4219, Alameda County, California","1636","131","null","null","156","null","85","null","86","null","42","null","142","null","53","null","10","null","14","null","(X)","(X)","(X)","(X)","9.5","null","5.2","null","5.3","null","2.6","null","8.7","null","3.3","null","0.6","null","0.9","null","56","null","38","null","7","null","12","null","24","null","20","null","25","null","32","null","0","13","null","null","3.4","2.3","null","null","4.5","null","8.3","null","27.9","21.8","null","null","17.6","21.4","null","null","0.0","100.0","null","null",
"1400000US06001422000","Census Tract 4220, Alameda County, California","1059","168","null","null","45","null","35","null","65","null","47","null","107","null","47","null","14","null","21","null","(X)","(X)","(X)","(X)","4.2","null","3.2","null","6.1","null","4.3","null","10.1","null","4.6","null","1.3","null","2.0","null","14","null","17","null","0","null","13","null","0","null","13","null","14","null","17","null","0","13","null","null","1.3","1.6","null","null","0.0","null","49.0","null","0.0","40.8","null","null","13.1","14.9","null","null","0.0","87.9","null","null",
"1400000US06001422100","Census Tract 4221, Alameda County, California","1299","167","null","null","236","null","129","null","111","null","75","null","98","null","54","null","0","null","13","null","(X)","(X)","(X)","(X)","18.2","null","8.5","null","8.5","null","5.6","null","7.5","null","4.0","null","0.0","null","3.0","null","12","null","19","null","12","null","19","null","0","null","13","null","0","null","13","null","0","13","null","null","0.9","1.4","null","null","5.1","null","8.7","null","0.0","29.4","null","null","0.0","32.2","null","null","-","**","**","-",
