"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001441524","Census Tract 4415.24, Alameda County, California","1262","140","null","null","15","null","17","null","391","null","127","null","582","null","150","null","21","null","34","null","(X)","(X)","(X)","(X)","1.2","null","1.4","null","31.0","null","9.1","null","46.1","null","10.9","null","1.7","null","2.7","null","60","null","27","null","0","null","13","null","0","null","13","null","60","null","27","null","0","13","null","null","4.8","2.2","null","null","0.0","null","84.9","null","0.0","9.7","null","null","10.3","5.3","null","null","0.0","71.8","null","null",
"1400000US06001441525","Census Tract 4415.25, Alameda County, California","384","72","null","null","46","null","48","null","130","null","65","null","196","null","80","null","0","null","13","null","(X)","(X)","(X)","(X)","12.0","null","11.2","null","33.9","null","17.7","null","51.0","null","18.6","null","0.0","null","9.9","null","44","null","35","null","20","null","17","null","0","null","13","null","24","null","26","null","0","13","null","null","11.5","9.0","null","null","43.5","null","51.9","null","0.0","26.0","null","null","12.2","12.3","null","null","-","**","**","-",
"1400000US06001441601","Census Tract 4416.01, Alameda County, California","1528","178","null","null","195","null","99","null","161","null","67","null","432","null","119","null","17","null","21","null","(X)","(X)","(X)","(X)","12.8","null","5.7","null","10.5","null","4.4","null","28.3","null","7.3","null","1.1","null","1.4","null","58","null","35","null","0","null","13","null","6","null","10","null","52","null","34","null","0","13","null","null","3.8","2.4","null","null","0.0","null","18.4","null","3.7","5.9","null","null","12.0","8.9","null","null","0.0","79.8","null","null",
"1400000US06001441602","Census Tract 4416.02, Alameda County, California","2348","204","null","null","348","null","190","null","460","null","170","null","792","null","155","null","32","null","40","null","(X)","(X)","(X)","(X)","14.8","null","7.4","null","19.6","null","7.3","null","33.7","null","6.9","null","1.4","null","1.7","null","324","null","99","null","82","null","81","null","94","null","73","null","148","null","73","null","0","19","null","null","13.8","4.2","null","null","23.6","null","22.2","null","20.4","15.0","null","null","18.7","8.2","null","null","0.0","58.2","null","null",
"1400000US06001441701","Census Tract 4417.01, Alameda County, California","1254","210","null","null","289","null","164","null","167","null","111","null","419","null","176","null","0","null","13","null","(X)","(X)","(X)","(X)","23.0","null","12.8","null","13.3","null","8.9","null","33.4","null","15.5","null","0.0","null","3.1","null","248","null","164","null","133","null","131","null","0","null","13","null","115","null","94","null","0","13","null","null","19.8","12.8","null","null","46.0","null","37.9","null","0.0","21.1","null","null","27.4","23.9","null","null","-","**","**","-",
"1400000US06001441702","Census Tract 4417.02, Alameda County, California","2048","294","null","null","147","null","106","null","349","null","175","null","664","null","176","null","138","null","158","null","(X)","(X)","(X)","(X)","7.2","null","5.3","null","17.0","null","8.0","null","32.4","null","9.1","null","6.7","null","7.1","null","275","null","182","null","0","null","13","null","155","null","178","null","120","null","85","null","0","13","null","null","13.4","8.1","null","null","0.0","null","23.5","null","44.4","35.0","null","null","18.1","12.5","null","null","0.0","24.8","null","null",
"1400000US06001441800","Census Tract 4418, Alameda County, California","2286","232","null","null","189","null","116","null","747","null","254","null","459","null","115","null","25","null","36","null","(X)","(X)","(X)","(X)","8.3","null","5.2","null","32.7","null","9.0","null","20.1","null","5.2","null","1.1","null","1.6","null","97","null","68","null","28","null","45","null","22","null","36","null","47","null","40","null","0","19","null","null","4.2","3.0","null","null","14.8","null","24.8","null","2.9","5.1","null","null","10.2","8.5","null","null","0.0","65.8","null","null",
"1400000US06001441921","Census Tract 4419.21, Alameda County, California","1266","193","null","null","213","null","63","null","264","null","111","null","344","null","88","null","0","null","13","null","(X)","(X)","(X)","(X)","16.8","null","5.6","null","20.9","null","7.8","null","27.2","null","8.1","null","0.0","null","3.1","null","124","null","57","null","17","null","21","null","17","null","22","null","90","null","51","null","0","13","null","null","9.8","4.6","null","null","8.0","null","9.3","null","6.4","8.9","null","null","26.2","13.0","null","null","-","**","**","-",
"1400000US06001441923","Census Tract 4419.23, Alameda County, California","2195","246","null","null","207","null","151","null","622","null","170","null","825","null","210","null","0","null","19","null","(X)","(X)","(X)","(X)","9.4","null","6.4","null","28.3","null","7.1","null","37.6","null","8.8","null","0.0","null","1.8","null","200","null","100","null","0","null","19","null","155","null","72","null","45","null","51","null","0","19","null","null","9.1","4.6","null","null","0.0","null","17.5","null","24.9","11.5","null","null","5.5","6.4","null","null","-","**","**","-",
"1400000US06001441924","Census Tract 4419.24, Alameda County, California","2506","204","null","null","112","null","74","null","562","null","177","null","1028","null","172","null","54","null","47","null","(X)","(X)","(X)","(X)","4.5","null","3.0","null","22.4","null","6.7","null","41.0","null","6.6","null","2.2","null","1.9","null","210","null","114","null","0","null","19","null","29","null","32","null","181","null","106","null","0","19","null","null","8.4","4.4","null","null","0.0","null","29.2","null","5.2","5.4","null","null","17.6","9.5","null","null","0.0","44.8","null","null",
"1400000US06001441926","Census Tract 4419.26, Alameda County, California","1608","198","null","null","212","null","79","null","341","null","113","null","567","null","160","null","12","null","21","null","(X)","(X)","(X)","(X)","13.2","null","5.1","null","21.2","null","7.3","null","35.3","null","8.1","null","0.7","null","1.2","null","173","null","71","null","51","null","38","null","23","null","25","null","99","null","46","null","0","13","null","null","10.8","4.6","null","null","24.1","null","17.3","null","6.7","7.8","null","null","17.5","8.5","null","null","0.0","95.0","null","null",
"1400000US06001441927","Census Tract 4419.27, Alameda County, California","1559","142","null","null","119","null","64","null","514","null","140","null","415","null","109","null","37","null","26","null","(X)","(X)","(X)","(X)","7.6","null","4.1","null","33.0","null","7.3","null","26.6","null","6.8","null","2.4","null","1.7","null","127","null","54","null","8","null","13","null","74","null","42","null","40","null","30","null","5","8","null","null","8.1","3.3","null","null","6.7","null","11.6","null","14.4","8.4","null","null","9.6","7.4","null","null","13.5","22.5","null","null",
"1400000US06001441928","Census Tract 4419.28, Alameda County, California","1442","173","null","null","74","null","76","null","457","null","159","null","466","null","170","null","76","null","73","null","(X)","(X)","(X)","(X)","5.1","null","5.2","null","31.7","null","10.8","null","32.3","null","9.4","null","5.3","null","5.2","null","121","null","75","null","24","null","40","null","52","null","59","null","29","null","33","null","16","24","null","null","8.4","5.2","null","null","32.4","null","51.2","null","11.4","12.3","null","null","6.2","7.0","null","null","21.1","39.1","null","null",
"1400000US06001441929","Census Tract 4419.29, Alameda County, California","1550","329","null","null","15","null","24","null","600","null","170","null","483","null","154","null","0","null","13","null","(X)","(X)","(X)","(X)","1.0","null","1.6","null","38.7","null","12.0","null","31.2","null","10.0","null","0.0","null","2.5","null","201","null","72","null","0","null","13","null","103","null","69","null","98","null","61","null","0","13","null","null","13.0","5.4","null","null","0.0","null","84.9","null","17.2","11.7","null","null","20.3","12.2","null","null","-","**","**","-",
"1400000US06001442000","Census Tract 4420, Alameda County, California","948","134","null","null","47","null","37","null","77","null","55","null","491","null","105","null","9","null","14","null","(X)","(X)","(X)","(X)","5.0","null","4.0","null","8.1","null","5.6","null","51.8","null","8.9","null","0.9","null","1.5","null","114","null","72","null","0","null","13","null","0","null","13","null","114","null","72","null","0","13","null","null","12.0","7.2","null","null","0.0","null","48.0","null","0.0","37.5","null","null","23.2","12.4","null","null","0.0","100.0","null","null",
"1400000US06001442100","Census Tract 4421, Alameda County, California","1572","175","null","null","51","null","34","null","342","null","157","null","870","null","126","null","0","null","19","null","(X)","(X)","(X)","(X)","3.2","null","2.2","null","21.8","null","8.4","null","55.3","null","8.0","null","0.0","null","2.5","null","124","null","55","null","0","null","19","null","9","null","13","null","115","null","55","null","0","19","null","null","7.9","3.4","null","null","0.0","null","46.1","null","2.6","3.9","null","null","13.2","6.1","null","null","-","**","**","-",
"1400000US06001442200","Census Tract 4422, Alameda County, California","2231","185","null","null","67","null","55","null","237","null","105","null","1082","null","118","null","16","null","25","null","(X)","(X)","(X)","(X)","3.0","null","2.5","null","10.6","null","4.6","null","48.5","null","6.1","null","0.7","null","1.1","null","183","null","78","null","0","null","19","null","0","null","19","null","167","null","74","null","16","25","null","null","8.2","3.5","null","null","0.0","null","40.2","null","0.0","15.5","null","null","15.4","6.7","null","null","100.0","82.2","null","null",
"1400000US06001442301","Census Tract 4423.01, Alameda County, California","1553","134","null","null","244","null","67","null","390","null","115","null","483","null","87","null","9","null","14","null","(X)","(X)","(X)","(X)","15.7","null","4.4","null","25.1","null","6.9","null","31.1","null","5.3","null","0.6","null","0.9","null","200","null","86","null","18","null","27","null","42","null","52","null","140","null","72","null","0","19","null","null","12.9","5.5","null","null","7.4","null","10.8","null","10.8","12.5","null","null","29.0","13.5","null","null","0.0","100.0","null","null",
"1400000US06001442302","Census Tract 4423.02, Alameda County, California","2219","234","null","null","260","null","133","null","461","null","152","null","828","null","200","null","44","null","50","null","(X)","(X)","(X)","(X)","11.7","null","5.6","null","20.8","null","6.9","null","37.3","null","7.9","null","2.0","null","2.2","null","403","null","110","null","76","null","78","null","90","null","59","null","237","null","79","null","0","19","null","null","18.2","4.6","null","null","29.2","null","25.2","null","19.5","12.9","null","null","28.6","9.6","null","null","0.0","49.6","null","null",
"1400000US06001442400","Census Tract 4424, Alameda County, California","1968","203","null","null","309","null","97","null","269","null","169","null","644","null","125","null","8","null","14","null","(X)","(X)","(X)","(X)","15.7","null","5.2","null","13.7","null","7.8","null","32.7","null","7.0","null","0.4","null","0.7","null","167","null","71","null","25","null","28","null","0","null","19","null","142","null","61","null","0","19","null","null","8.5","3.7","null","null","8.1","null","9.2","null","0.0","13.8","null","null","22.0","9.2","null","null","0.0","100.0","null","null",
"1400000US06001442501","Census Tract 4425.01, Alameda County, California","1018","157","null","null","234","null","107","null","116","null","80","null","370","null","130","null","0","null","13","null","(X)","(X)","(X)","(X)","23.0","null","9.8","null","11.4","null","8.2","null","36.3","null","12.0","null","0.0","null","3.8","null","140","null","116","null","74","null","98","null","0","null","13","null","66","null","75","null","0","13","null","null","13.8","11.8","null","null","31.6","null","45.7","null","0.0","28.4","null","null","17.8","18.0","null","null","-","**","**","-",
"1400000US06001442502","Census Tract 4425.02, Alameda County, California","1096","149","null","null","237","null","136","null","275","null","101","null","421","null","152","null","0","null","13","null","(X)","(X)","(X)","(X)","21.6","null","11.0","null","25.1","null","10.0","null","38.4","null","12.7","null","0.0","null","3.6","null","123","null","81","null","0","null","13","null","19","null","31","null","104","null","76","null","0","13","null","null","11.2","7.4","null","null","0.0","null","15.5","null","6.9","10.9","null","null","24.7","17.1","null","null","-","**","**","-",
"1400000US06001442601","Census Tract 4426.01, Alameda County, California","1191","108","null","null","130","null","97","null","57","null","34","null","316","null","87","null","22","null","30","null","(X)","(X)","(X)","(X)","10.9","null","7.4","null","4.8","null","2.8","null","26.5","null","7.4","null","1.8","null","2.5","null","60","null","45","null","17","null","28","null","12","null","18","null","31","null","27","null","0","13","null","null","5.0","3.7","null","null","13.1","null","21.6","null","21.1","28.7","null","null","9.8","7.4","null","null","0.0","70.1","null","null",
"1400000US06001442602","Census Tract 4426.02, Alameda County, California","1628","179","null","null","293","null","86","null","203","null","92","null","363","null","77","null","39","null","33","null","(X)","(X)","(X)","(X)","18.0","null","5.1","null","12.5","null","5.8","null","22.3","null","5.2","null","2.4","null","2.1","null","71","null","51","null","40","null","45","null","0","null","13","null","31","null","28","null","0","13","null","null","4.4","3.1","null","null","13.7","null","14.6","null","0.0","17.8","null","null","8.5","7.8","null","null","0.0","52.7","null","null",
"1400000US06001442700","Census Tract 4427, Alameda County, California","1017","123","null","null","60","null","40","null","178","null","78","null","255","null","107","null","1","null","5","null","(X)","(X)","(X)","(X)","5.9","null","4.0","null","17.5","null","8.1","null","25.1","null","8.9","null","0.1","null","0.5","null","21","null","18","null","0","null","13","null","4","null","10","null","17","null","18","null","0","13","null","null","2.1","1.8","null","null","0.0","null","42.5","null","2.2","5.4","null","null","6.7","6.7","null","null","0.0","100.0","null","null",
"1400000US06001442800","Census Tract 4428, Alameda County, California","910","86","null","null","59","null","24","null","166","null","80","null","291","null","63","null","18","null","17","null","(X)","(X)","(X)","(X)","6.5","null","2.6","null","18.2","null","7.9","null","32.0","null","7.0","null","2.0","null","1.9","null","52","null","29","null","0","null","13","null","12","null","14","null","40","null","26","null","0","13","null","null","5.7","3.3","null","null","0.0","null","42.8","null","7.2","8.6","null","null","13.7","9.2","null","null","0.0","77.5","null","null",
"1400000US06001442900","Census Tract 4429, Alameda County, California","2242","229","null","null","289","null","110","null","606","null","237","null","639","null","143","null","18","null","27","null","(X)","(X)","(X)","(X)","12.9","null","5.0","null","27.0","null","9.0","null","28.5","null","6.7","null","0.8","null","1.2","null","150","null","86","null","11","null","18","null","10","null","18","null","129","null","78","null","0","19","null","null","6.7","3.9","null","null","3.8","null","6.1","null","1.7","3.0","null","null","20.2","11.7","null","null","0.0","77.5","null","null",
"1400000US06001443001","Census Tract 4430.01, Alameda County, California","845","131","null","null","152","null","49","null","74","null","41","null","225","null","67","null","10","null","14","null","(X)","(X)","(X)","(X)","18.0","null","6.6","null","8.8","null","4.7","null","26.6","null","7.5","null","1.2","null","1.7","null","27","null","20","null","0","null","13","null","0","null","13","null","27","null","20","null","0","13","null","null","3.2","2.3","null","null","0.0","null","22.9","null","0.0","38.2","null","null","12.0","8.0","null","null","0.0","100.0","null","null",
"1400000US06001443002","Census Tract 4430.02, Alameda County, California","1965","148","null","null","181","null","94","null","258","null","96","null","949","null","184","null","10","null","16","null","(X)","(X)","(X)","(X)","9.2","null","4.6","null","13.1","null","4.9","null","48.3","null","7.8","null","0.5","null","0.8","null","435","null","159","null","0","null","19","null","57","null","66","null","378","null","151","null","0","19","null","null","22.1","7.5","null","null","0.0","null","19.7","null","22.1","23.8","null","null","39.8","12.3","null","null","0.0","100.0","null","null",
"1400000US06001443102","Census Tract 4431.02, Alameda County, California","1529","183","null","null","34","null","30","null","448","null","111","null","724","null","168","null","0","null","13","null","(X)","(X)","(X)","(X)","2.2","null","1.9","null","29.3","null","7.4","null","47.4","null","8.8","null","0.0","null","2.6","null","165","null","60","null","0","null","13","null","39","null","36","null","126","null","47","null","0","13","null","null","10.8","3.7","null","null","0.0","null","56.4","null","8.7","7.9","null","null","17.4","6.8","null","null","-","**","**","-",
"1400000US06001443103","Census Tract 4431.03, Alameda County, California","1213","171","null","null","27","null","35","null","362","null","175","null","585","null","100","null","0","null","13","null","(X)","(X)","(X)","(X)","2.2","null","2.8","null","29.8","null","11.0","null","48.2","null","9.0","null","0.0","null","3.2","null","154","null","65","null","0","null","13","null","0","null","13","null","154","null","65","null","0","13","null","null","12.7","5.3","null","null","0.0","null","63.3","null","0.0","10.5","null","null","26.3","9.7","null","null","-","**","**","-",
"1400000US06001443104","Census Tract 4431.04, Alameda County, California","1735","157","null","null","2","null","8","null","433","null","123","null","932","null","145","null","6","null","9","null","(X)","(X)","(X)","(X)","0.1","null","0.4","null","25.0","null","7.3","null","53.7","null","7.9","null","0.3","null","0.5","null","191","null","76","null","0","null","19","null","0","null","19","null","191","null","76","null","0","19","null","null","11.0","4.5","null","null","0.0","null","100.0","null","0.0","8.8","null","null","20.5","7.8","null","null","0.0","100.0","null","null",
"1400000US06001443105","Census Tract 4431.05, Alameda County, California","1476","122","null","null","26","null","24","null","400","null","98","null","759","null","134","null","21","null","22","null","(X)","(X)","(X)","(X)","1.8","null","1.6","null","27.1","null","6.6","null","51.4","null","7.0","null","1.4","null","1.5","null","235","null","80","null","0","null","13","null","0","null","13","null","235","null","80","null","0","13","null","null","15.9","5.3","null","null","0.0","null","64.5","null","0.0","9.5","null","null","31.0","9.4","null","null","0.0","71.8","null","null",
"1400000US06001443200","Census Tract 4432, Alameda County, California","1151","170","null","null","6","null","11","null","282","null","172","null","624","null","103","null","0","null","13","null","(X)","(X)","(X)","(X)","0.5","null","0.9","null","24.5","null","12.0","null","54.2","null","10.9","null","0.0","null","3.4","null","41","null","32","null","0","null","13","null","0","null","13","null","41","null","32","null","0","13","null","null","3.6","2.9","null","null","0.0","null","100.0","null","0.0","13.2","null","null","6.6","5.1","null","null","-","**","**","-",
"1400000US06001443301","Census Tract 4433.01, Alameda County, California","1276","149","null","null","70","null","56","null","210","null","74","null","579","null","148","null","0","null","13","null","(X)","(X)","(X)","(X)","5.5","null","4.4","null","16.5","null","5.8","null","45.4","null","8.9","null","0.0","null","3.1","null","152","null","54","null","27","null","37","null","0","null","13","null","125","null","46","null","0","13","null","null","11.9","4.4","null","null","38.6","null","46.5","null","0.0","17.3","null","null","21.6","8.4","null","null","-","**","**","-",
"1400000US06001443321","Census Tract 4433.21, Alameda County, California","1127","153","null","null","69","null","43","null","191","null","70","null","676","null","170","null","0","null","13","null","(X)","(X)","(X)","(X)","6.1","null","3.9","null","16.9","null","6.6","null","60.0","null","9.4","null","0.0","null","3.5","null","149","null","73","null","18","null","27","null","0","null","13","null","131","null","71","null","0","13","null","null","13.2","6.1","null","null","26.1","null","32.3","null","0.0","18.8","null","null","19.4","9.4","null","null","-","**","**","-",
"1400000US06001443322","Census Tract 4433.22, Alameda County, California","979","105","null","null","38","null","31","null","185","null","54","null","444","null","75","null","0","null","13","null","(X)","(X)","(X)","(X)","3.9","null","3.1","null","18.9","null","5.6","null","45.4","null","7.6","null","0.0","null","4.0","null","80","null","53","null","0","null","13","null","4","null","8","null","76","null","51","null","0","13","null","null","8.2","5.0","null","null","0.0","null","53.4","null","2.2","4.2","null","null","17.1","10.3","null","null","-","**","**","-",
"1400000US06001444100","Census Tract 4441, Alameda County, California","2654","300","null","null","393","null","113","null","129","null","85","null","624","null","118","null","0","null","19","null","(X)","(X)","(X)","(X)","14.8","null","4.1","null","4.9","null","3.1","null","23.5","null","4.9","null","0.0","null","1.5","null","204","null","93","null","0","null","19","null","0","null","19","null","204","null","93","null","0","19","null","null","7.7","3.6","null","null","0.0","null","9.7","null","0.0","26.2","null","null","32.7","14.5","null","null","-","**","**","-",
"1400000US06001444200","Census Tract 4442, Alameda County, California","1990","194","null","null","415","null","167","null","135","null","62","null","537","null","115","null","0","null","19","null","(X)","(X)","(X)","(X)","20.9","null","7.8","null","6.8","null","3.1","null","27.0","null","5.6","null","0.0","null","2.0","null","264","null","105","null","89","null","60","null","0","null","19","null","175","null","95","null","0","19","null","null","13.3","5.1","null","null","21.4","null","14.3","null","0.0","25.2","null","null","32.6","15.2","null","null","-","**","**","-",
"1400000US06001444301","Census Tract 4443.01, Alameda County, California","1172","118","null","null","182","null","66","null","219","null","112","null","292","null","90","null","19","null","24","null","(X)","(X)","(X)","(X)","15.5","null","5.4","null","18.7","null","8.6","null","24.9","null","7.7","null","1.6","null","2.0","null","75","null","42","null","37","null","33","null","7","null","10","null","31","null","27","null","0","13","null","null","6.4","3.6","null","null","20.3","null","17.5","null","3.2","5.5","null","null","10.6","8.8","null","null","0.0","75.5","null","null",
"1400000US06001444303","Census Tract 4443.03, Alameda County, California","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","(X)","(X)","(X)","(X)","-","-","**","**","-","-","**","**","-","-","**","**","-","-","**","**","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","-","**","**","-","-","-","**","**","-","**","**","-","-","**","**","-","-","**","**","-",
"1400000US06001444304","Census Tract 4443.04, Alameda County, California","1684","170","null","null","388","null","99","null","298","null","96","null","496","null","151","null","0","null","19","null","(X)","(X)","(X)","(X)","23.0","null","5.7","null","17.7","null","5.7","null","29.5","null","8.2","null","0.0","null","2.3","null","234","null","127","null","49","null","53","null","10","null","15","null","175","null","112","null","0","19","null","null","13.9","6.8","null","null","12.6","null","12.8","null","3.4","5.0","null","null","35.3","17.4","null","null","-","**","**","-",
"1400000US06001444400","Census Tract 4444, Alameda County, California","1438","134","null","null","587","null","140","null","128","null","67","null","316","null","91","null","0","null","19","null","(X)","(X)","(X)","(X)","40.8","null","8.0","null","8.9","null","4.6","null","22.0","null","6.1","null","0.0","null","2.7","null","120","null","62","null","35","null","42","null","44","null","41","null","41","null","33","null","0","19","null","null","8.3","4.2","null","null","6.0","null","7.1","null","34.4","26.0","null","null","13.0","9.7","null","null","-","**","**","-",
"1400000US06001444500","Census Tract 4445, Alameda County, California","1964","163","null","null","465","null","135","null","313","null","89","null","446","null","107","null","11","null","17","null","(X)","(X)","(X)","(X)","23.7","null","6.5","null","15.9","null","4.4","null","22.7","null","5.3","null","0.6","null","0.9","null","164","null","73","null","55","null","56","null","6","null","9","null","103","null","47","null","0","19","null","null","8.4","3.7","null","null","11.8","null","11.5","null","1.9","2.8","null","null","23.1","10.6","null","null","0.0","99.2","null","null",
"1400000US06001444601","Census Tract 4446.01, Alameda County, California","1738","123","null","null","127","null","63","null","339","null","113","null","530","null","98","null","9","null","15","null","(X)","(X)","(X)","(X)","7.3","null","3.6","null","19.5","null","6.2","null","30.5","null","5.0","null","0.5","null","0.9","null","52","null","46","null","0","null","19","null","0","null","19","null","52","null","46","null","0","19","null","null","3.0","2.6","null","null","0.0","null","26.5","null","0.0","11.1","null","null","9.8","8.5","null","null","0.0","100.0","null","null",
"1400000US06001444602","Census Tract 4446.02, Alameda County, California","1714","146","null","null","59","null","29","null","360","null","114","null","623","null","119","null","67","null","45","null","(X)","(X)","(X)","(X)","3.4","null","1.7","null","21.0","null","6.2","null","36.3","null","6.0","null","3.9","null","2.6","null","107","null","51","null","0","null","13","null","33","null","30","null","64","null","36","null","10","15","null","null","6.2","3.0","null","null","0.0","null","42.8","null","9.2","8.6","null","null","10.3","5.8","null","null","14.9","25.9","null","null",
"1400000US06001450101","Census Tract 4501.01, Alameda County, California","2588","233","null","null","136","null","61","null","597","null","124","null","579","null","172","null","52","null","49","null","(X)","(X)","(X)","(X)","5.3","null","2.5","null","23.1","null","5.0","null","22.4","null","6.2","null","2.0","null","1.9","null","213","null","104","null","0","null","19","null","37","null","41","null","176","null","94","null","0","19","null","null","8.2","4.1","null","null","0.0","null","25.1","null","6.2","6.7","null","null","30.4","15.4","null","null","0.0","45.6","null","null",
"1400000US06001450102","Census Tract 4501.02, Alameda County, California","1710","234","null","null","59","null","49","null","268","null","85","null","607","null","125","null","84","null","96","null","(X)","(X)","(X)","(X)","3.5","null","2.9","null","15.7","null","5.4","null","35.5","null","8.7","null","4.9","null","5.6","null","198","null","100","null","0","null","19","null","8","null","14","null","183","null","98","null","7","13","null","null","11.6","5.8","null","null","0.0","null","42.8","null","3.0","5.6","null","null","30.1","13.5","null","null","8.3","22.4","null","null",
"1400000US06001450200","Census Tract 4502, Alameda County, California","2370","298","null","null","67","null","62","null","394","null","144","null","520","null","198","null","17","null","26","null","(X)","(X)","(X)","(X)","2.8","null","2.5","null","16.6","null","6.2","null","21.9","null","7.8","null","0.7","null","1.1","null","257","null","124","null","0","null","19","null","30","null","36","null","210","null","118","null","17","26","null","null","10.8","4.8","null","null","0.0","null","40.2","null","7.6","8.9","null","null","40.4","17.8","null","null","100.0","79.8","null","null",
"1400000US06001450300","Census Tract 4503, Alameda County, California","1883","189","null","null","177","null","103","null","182","null","71","null","308","null","123","null","53","null","41","null","(X)","(X)","(X)","(X)","9.4","null","5.5","null","9.7","null","3.8","null","16.4","null","6.4","null","2.8","null","2.1","null","73","null","55","null","12","null","19","null","34","null","39","null","27","null","32","null","0","19","null","null","3.9","2.9","null","null","6.8","null","11.7","null","18.7","20.0","null","null","8.8","9.3","null","null","0.0","45.2","null","null",
"1400000US06001450400","Census Tract 4504, Alameda County, California","2728","204","null","null","221","null","92","null","304","null","120","null","540","null","117","null","54","null","68","null","(X)","(X)","(X)","(X)","8.1","null","3.4","null","11.1","null","4.3","null","19.8","null","4.1","null","2.0","null","2.5","null","76","null","71","null","0","null","19","null","0","null","19","null","34","null","29","null","42","66","null","null","2.8","2.6","null","null","0.0","null","16.5","null","0.0","12.3","null","null","6.3","5.4","null","null","77.8","52.9","null","null",
"1400000US06001450501","Census Tract 4505.01, Alameda County, California","1254","108","null","null","59","null","42","null","45","null","29","null","193","null","71","null","0","null","13","null","(X)","(X)","(X)","(X)","4.7","null","3.4","null","3.6","null","2.3","null","15.4","null","5.4","null","0.0","null","3.1","null","35","null","32","null","17","null","23","null","7","null","12","null","11","null","17","null","0","13","null","null","2.8","2.6","null","null","28.8","null","35.2","null","15.6","25.5","null","null","5.7","8.5","null","null","-","**","**","-",
"1400000US06001450502","Census Tract 4505.02, Alameda County, California","2007","235","null","null","150","null","136","null","345","null","175","null","488","null","110","null","0","null","19","null","(X)","(X)","(X)","(X)","7.5","null","6.3","null","17.2","null","7.8","null","24.3","null","6.5","null","0.0","null","2.0","null","62","null","41","null","0","null","19","null","0","null","19","null","62","null","41","null","0","19","null","null","3.1","2.1","null","null","0.0","null","23.1","null","0.0","10.9","null","null","12.7","8.3","null","null","-","**","**","-",
"1400000US06001450601","Census Tract 4506.01, Alameda County, California","1363","140","null","null","31","null","29","null","236","null","96","null","288","null","95","null","4","null","6","null","(X)","(X)","(X)","(X)","2.3","null","2.1","null","17.3","null","6.6","null","21.1","null","6.4","null","0.3","null","0.5","null","31","null","32","null","0","null","13","null","2","null","3","null","29","null","32","null","0","13","null","null","2.3","2.4","null","null","0.0","null","59.1","null","0.8","1.5","null","null","10.1","10.5","null","null","0.0","100.0","null","null",
"1400000US06001450603","Census Tract 4506.03, Alameda County, California","1505","115","null","null","112","null","52","null","169","null","69","null","355","null","108","null","0","null","19","null","(X)","(X)","(X)","(X)","7.4","null","3.3","null","11.2","null","4.6","null","23.6","null","6.8","null","0.0","null","2.6","null","70","null","53","null","0","null","19","null","0","null","19","null","70","null","53","null","0","19","null","null","4.7","3.5","null","null","0.0","null","29.2","null","0.0","20.9","null","null","19.7","13.7","null","null","-","**","**","-",
"1400000US06001450604","Census Tract 4506.04, Alameda County, California","1782","153","null","null","151","null","85","null","213","null","96","null","336","null","92","null","0","null","19","null","(X)","(X)","(X)","(X)","8.5","null","4.7","null","12.0","null","5.4","null","18.9","null","5.4","null","0.0","null","2.2","null","126","null","64","null","57","null","58","null","0","null","19","null","69","null","40","null","0","19","null","null","7.1","3.6","null","null","37.7","null","29.0","null","0.0","17.0","null","null","20.5","11.6","null","null","-","**","**","-",
